pinyin,characters,num_characters
mie,"[""㒝"", ""㩢"", ""䁾"", ""䈼"", ""䌩"", ""䘊"", ""䩏"", ""乜"", ""吀"", ""咩"", ""哶"", ""孭"", ""幭"", ""懱"", ""搣"", ""櫗"", ""滅"", ""灭"", ""烕"", ""篾"", ""蔑"", ""薎"", ""蠛"", ""衊"", ""覕"", ""鑖"", ""鱴"", ""鴓"", ""𠺗"", ""𡖺"", ""𡞙"", ""𡟬"", ""𢦼"", ""𢧞"", ""𢨖"", ""𤊾"", ""𤏿"", ""𥄲"", ""𥉓"", ""𥋚"", ""𥣫"", ""𥵒"", ""𥸴"", ""𥾝"", ""𦇪"", ""𧀅"", ""𧂝"", ""𨣱"", ""𩔠"", ""𩱷"", ""𪇴"", ""𪌺"", ""𪒍""]",53
min,"[""㞶"", ""㟩"", ""㟭"", ""㥸"", ""㨉"", ""㬆"", ""䁕"", ""䂥"", ""䃉"", ""䋋"", ""䝧"", ""䟨"", ""䡑"", ""䡻"", ""䪸"", ""䲄"", ""僶"", ""冺"", ""刡"", ""勄"", ""垊"", ""姄"", ""岷"", ""崏"", ""忞"", ""怋"", ""悯"", ""惽"", ""愍"", ""慜"", ""憫"", ""抿"", ""捪"", ""敃"", ""敏"", ""敯"", ""旻"", ""旼"", ""暋"", ""民"", ""泯"", ""湣"", ""潣"", ""珉"", ""琘"", ""琝"", ""瑉"", ""痻"", ""皿"", ""盿"", ""砇"", ""碈"", ""笢"", ""笽"", ""簢"", ""緍"", ""緡"", ""缗"", ""罠"", ""苠"", ""蠠"", ""鈱"", ""錉"", ""鍲"", ""閔"", ""閩"", ""闵"", ""闽"", ""鰵"", ""鳘"", ""鴖"", ""黾"", ""𠊟"", ""𢼖"", ""𢽹"", ""𣱈"", ""𣱉"", ""𣷠"", ""𣹒"", ""𤇜"", ""𤛎"", ""𤸅"", ""𤺖"", ""𤿕"", ""𥜐"", ""𦈏"", ""𦌡"", ""𦫮"", ""𦳜"", ""𧁋"", ""𧌙"", ""𧲃"", ""𨏵"", ""𩭷"", ""𪂆"", ""𪄴"", ""𪉎""]",97
ming,"[""㝠"", ""㟰"", ""㫥"", ""䄙"", ""䆩"", ""䊅"", ""䒌"", ""䫤"", ""䳟"", ""佲"", ""冥"", ""凕"", ""名"", ""命"", ""姳"", ""嫇"", ""慏"", ""掵"", ""明"", ""暝"", ""朙"", ""椧"", ""榠"", ""洺"", ""溟"", ""猽"", ""眀"", ""眳"", ""瞑"", ""茗"", ""蓂"", ""螟"", ""覭"", ""詺"", ""鄍"", ""酩"", ""銘"", ""铭"", ""鳴"", ""鸣"", ""𠋶"", ""𡥸"", ""𥌏"", ""𥥊"", ""𥹆"", ""𥿨"", ""𦡉"", ""𦫭"", ""𧟠"", ""𧱴"", ""𩣶"", ""𪂤"", ""𪗸""]",53
miu,"[""謬"", ""谬"", ""𨱯""]",3
mo,"[""㱳"", ""㶬"", ""㷬"", ""㷵"", ""㹮"", ""䁼"", ""䁿"", ""䃺"", ""䏞"", ""䒬"", ""䘃"", ""䩋"", ""䬴"", ""䭩"", ""䮬"", ""䯢"", ""䱅"", ""䳮"", ""䴲"", ""劘"", ""劰"", ""唜"", ""嗼"", ""嚤"", ""嚩"", ""嚰"", ""圽"", ""塻"", ""墨"", ""妺"", ""嫫"", ""嫼"", ""寞"", ""尛"", ""帓"", ""帞"", ""庅"", ""怽"", ""懡"", ""抹"", ""摩"", ""摸"", ""摹"", ""擵"", ""昩"", ""暯"", ""末"", ""枺"", ""模"", ""橅"", ""歾"", ""歿"", ""殁"", ""沫"", ""湐"", ""漠"", ""瀎"", ""爅"", ""獏"", ""瘼"", ""皌"", ""眜"", ""眽"", ""眿"", ""瞐"", ""瞙"", ""砞"", ""磨"", ""礳"", ""秣"", ""粖"", ""糢"", ""絈"", ""纆"", ""耱"", ""膜"", ""茉"", ""莈"", ""莫"", ""蓦"", ""藦"", ""蘑"", ""蛨"", ""蟔"", ""謨"", ""謩"", ""谟"", ""貃"", ""貊"", ""貘"", ""銆"", ""鏌"", ""镆"", ""陌"", ""靺"", ""饃"", ""饝"", ""馍"", ""驀"", ""髍"", ""魔"", ""魩"", ""魹"", ""麽"", ""默"", ""黙"", ""𠆮"", ""𠇱"", ""𠡞"", ""𠢓"", ""𠬛"", ""𠻚"", ""𡈗"", ""𡊉"", ""𡠜"", ""𡡉"", ""𡢜"", ""𡻟"", ""𡾉"", ""𢄏"", ""𢊗"", ""𢐖"", ""𢗿"", ""𢣗"", ""𣋟"", ""𣧣"", ""𣶊"", ""𣻕"", ""𤋂"", ""𤣻"", ""𤹴"", ""𤿖"", ""𥂓"", ""𥄕"", ""𥕓"", ""𥙎"", ""𥞪"", ""𥬎"", ""𥱹"", ""𥽘"", ""𦅔"", ""𦔭"", ""𦟟"", ""𦥦"", ""𦫕"", ""𦮅"", ""𧕤"", ""𧕥"", ""𧠓"", ""𧥟"", ""𧰱"", ""𧻙"", ""𧼟"", ""𧿴"", ""𨆽"", ""𨟖"", ""𨰞"", ""𨱱"", ""𩃁"", ""𩄻"", ""𩌧"", ""𩐻"", ""𩑦"", ""𩑷"", ""𩞁"", ""𩟠"", ""𩢖"", ""𩢷"", ""𩥔"", ""𩪮"", ""𩿣"", ""𪍇"", ""𪍤"", ""𪎠"", ""𪏟"", ""𪒂"", ""𪒇"", ""𬙊"", ""𱚯"", ""𲎉""]",180
mou,"[""㭌"", ""䋷"", ""䍒"", ""䏬"", ""䗋"", ""䥐"", ""䱕"", ""侔"", ""劺"", ""哞"", ""恈"", ""某"", ""洠"", ""牟"", ""眸"", ""瞴"", ""繆"", ""缪"", ""蛑"", ""謀"", ""谋"", ""踎"", ""鉾"", ""鍪"", ""鴾"", ""麰"", ""𠀱"", ""𠥨"", ""𢃱"", ""𣫬"", ""𥆆"", ""𥿵"", ""𦊋"", ""𦊎"", ""𦋡"", ""𦭷"", ""𦳑"", ""𦺒"", ""𧎄"", ""𨴍"", ""𩢫"", ""𩶢""]",42
mu,"[""㜈"", ""㟂"", ""㣎"", ""㧅"", ""㾇"", ""䀲"", ""䊾"", ""䑵"", ""䥈"", ""䱯"", ""亩"", ""仫"", ""凩"", ""募"", ""坶"", ""墓"", ""墲"", ""姆"", ""峔"", ""幕"", ""幙"", ""慔"", ""慕"", ""拇"", ""暮"", ""木"", ""朰"", ""楘"", ""母"", ""毣"", ""毪"", ""氁"", ""沐"", ""炑"", ""牡"", ""牧"", ""牳"", ""狇"", ""畆"", ""畒"", ""畝"", ""畞"", ""畮"", ""目"", ""睦"", ""砪"", ""穆"", ""縸"", ""胟"", ""艒"", ""苜"", ""莯"", ""蚞"", ""踇"", ""鉧"", ""鉬"", ""钼"", ""雮"", ""霂"", ""鞪"", ""𠺖"", ""𡵬"", ""𢘃"", ""𢜯"", ""𢟨"", ""𣈊"", ""𤚅"", ""𤝂"", ""𤝕"", ""𤵝"", ""𥄈"", ""𥣸"", ""𥰻"", ""𦃤"", ""𦱒"", ""𧚀"", ""𧩒"", ""𧬏"", ""𧰷"", ""𧿹"", ""𨈶"", ""𨍎"", ""𨎸"", ""𨡭"", ""𨢢"", ""𩡨"", ""𩬍"", ""𩵦"", ""𩶖"", ""𩶩"", ""𪎫"", ""𬭁"", ""𬰃""]",93
n,"[""㕶"", ""嗯"", ""𠮾""]",3
na,"[""㨥"", ""㵊"", ""䇱"", ""䈫"", ""䎎"", ""䏧"", ""䖓"", ""䖧"", ""䛔"", ""䟜"", ""䪏"", ""䫱"", ""乸"", ""吶"", ""呐"", ""哪"", ""嗱"", ""妠"", ""娜"", ""拏"", ""拿"", ""挐"", ""捺"", ""笝"", ""納"", ""纳"", ""肭"", ""蒳"", ""衲"", ""袦"", ""豽"", ""貀"", ""軜"", ""那"", ""鈉"", ""鎿"", ""钠"", ""镎"", ""雫"", ""靹"", ""魶"", ""𠕄"", ""𠱲"", ""𠴾"", ""𡤙"", ""𡰀"", ""𡷝"", ""𢇵"", ""𢜲"", ""𢡏"", ""𣅚"", ""𣡰"", ""𣸏"", ""𣹵"", ""𤓷"", ""𤔀"", ""𤝒"", ""𤬷"", ""𤭠"", ""𤱅"", ""𤱆"", ""𤷈"", ""𤸏"", ""𤸻"", ""𥍲"", ""𥑒"", ""𥹉"", ""𥿃"", ""𦙜"", ""𦛐"", ""𦣀"", ""𦬻"", ""𦰡"", ""𧋡"", ""𧘽"", ""𧤣"", ""𧦮"", ""𧰹"", ""𨙻"", ""𨚗"", ""𩏼"", ""𩚛"", ""𩟿"", ""𩮅"", ""𩹾"", ""𪌅"", ""𪐀"", ""𪗝"", ""𱥷""]",89
nai,"[""㜨"", ""㮈"", ""㮏"", ""㲡"", ""㴎"", ""㾍"", ""䍲"", ""䘅"", ""䯮"", ""乃"", ""倷"", ""奈"", ""奶"", ""嬭"", ""孻"", ""廼"", ""摨"", ""柰"", ""氖"", ""渿"", ""熋"", ""疓"", ""耏"", ""耐"", ""腉"", ""艿"", ""萘"", ""螚"", ""褦"", ""迺"", ""釢"", ""錼"", ""鼐"", ""𠧤"", ""𡞫"", ""𡨵"", ""𡮙"", ""𢉓"", ""𣉘"", ""𣮦"", ""𥉃"", ""𦓎"", ""𦔹"", ""𦠸"", ""𦳐"", ""𦶅"", ""𨎡"", ""𩹟"", ""𪌞""]",49
nan,"[""㓓"", ""㫱"", ""㬮"", ""㽖"", ""䈒"", ""䊖"", ""䔜"", ""䛁"", ""䶲"", ""侽"", ""南"", ""喃"", ""囡"", ""娚"", ""婻"", ""戁"", ""抩"", ""揇"", ""暔"", ""枏"", ""柟"", ""楠"", ""湳"", ""煵"", ""男"", ""畘"", ""腩"", ""莮"", ""萳"", ""蝻"", ""諵"", ""赧"", ""遖"", ""难"", ""難"", ""𡆤"", ""𡆱"", ""𡆲"", ""𢪈"", ""𢬷"", ""𤌔"", ""𤱣"", ""𤽲"", ""𤿏"", ""𦍀"", ""𦛚"", ""𦝧"", ""𦶈"", ""𧇙"", ""𧕴"", ""𧹞"", ""𨠹"", ""𨦳"", ""𨴌"", ""𨴘"", ""𨵴"", ""𩅠"", ""𩈑"", ""𩈶"", ""𩹞""]",60
nang,"[""㚂"", ""㶞"", ""䁸"", ""乪"", ""儾"", ""嚢"", ""囊"", ""囔"", ""擃"", ""攮"", ""曩"", ""欜"", ""灢"", ""蠰"", ""譨"", ""饢"", ""馕"", ""鬞"", ""齉"", ""𠶬"", ""𡿝"", ""𢖧"", ""𦈃"", ""𦗳"", ""𦣘"", ""𧅺"", ""𧖒"", ""𧟘"", ""𨳆"", ""𩜒"", ""𱘭"", ""𱜀""]",32
nao,"[""㑎"", ""㛴"", ""㞪"", ""㺁"", ""䃩"", ""䛝"", ""䜀"", ""䜧"", ""䴃"", ""匘"", ""呶"", ""垴"", ""堖"", ""夒"", ""嫐"", ""孬"", ""峱"", ""嶩"", ""巎"", ""怓"", ""恼"", ""悩"", ""惱"", ""憹"", ""挠"", ""撓"", ""淖"", ""猱"", ""獶"", ""獿"", ""瑙"", ""硇"", ""碙"", ""碯"", ""脑"", ""脳"", ""腦"", ""臑"", ""蛲"", ""蟯"", ""詉"", ""譊"", ""鐃"", ""铙"", ""閙"", ""闹"", ""鬧"", ""𠊦"", ""𠡷"", ""𡍍"", ""𡽧"", ""𡾂"", ""𡿺"", ""𢅈"", ""𢉵"", ""𢙐"", ""𢜸"", ""𢪼"", ""𣧽"", ""𣭺"", ""𤊲"", ""𤋫"", ""𤞍"", ""𤡤"", ""𤫕"", ""𤷻"", ""𥀮"", ""𥆲"", ""𥐻"", ""𥑪"", ""𥒢"", ""𦗮"", ""𧩣"", ""𧳦"", ""𧴓"", ""𧴙"", ""𨥸"", ""𨱵"", ""𩋈"", ""𩖯"", ""𩛋"", ""𩤘"", ""𩩀"", ""𩫔"", ""𩫺"", ""𩬷"", ""𩯆"", ""𫍢"", ""𬆛""]",89
ne,"[""㕯"", ""䅞"", ""䎪"", ""䭆"", ""呢"", ""抐"", ""疒"", ""眲"", ""訥"", ""讷"", ""𢗉"", ""𣧍"", ""𧤜""]",13
nei,"[""㐻"", ""㨅"", ""㼏"", ""䲎"", ""內"", ""内"", ""娞"", ""氝"", ""脮"", ""腇"", ""錗"", ""餒"", ""馁"", ""鮾"", ""鯘"", ""𠑚"", ""𠑛"", ""𡣢"", ""𢁩"", ""𢅼"", ""𢛉"", ""𣓃"", ""𥡭"", ""𨡌"", ""𩗔"", ""𩬀""]",26
nen,"[""㜛"", ""㯎"", ""㶧"", ""嫩"", ""嫰"", ""恁"", ""𡞾"", ""𧮠"", ""𨈗""]",9
neng,"[""㲌"", ""㴰"", ""䏻"", ""能"", ""𠹌"", ""𢆂"", ""𨃳"", ""𨶙""]",8
ni,"[""㞾"", ""㠜"", ""㥾"", ""㦐"", ""㩘"", ""㪒"", ""㲻"", ""㵫"", ""㹸"", ""䁥"", ""䕥"", ""䘌"", ""䘦"", ""䘽"", ""䛏"", ""䝚"", ""䦵"", ""䵑"", ""䵒"", ""伱"", ""伲"", ""你"", ""倪"", ""儗"", ""儞"", ""匿"", ""坭"", ""埿"", ""堄"", ""妮"", ""妳"", ""婗"", ""嫟"", ""嬺"", ""孴"", ""尼"", ""屔"", ""屰"", ""怩"", ""惄"", ""愵"", ""抳"", ""拟"", ""擬"", ""旎"", ""昵"", ""晲"", ""暱"", ""柅"", ""棿"", ""檷"", ""氼"", ""泥"", ""淣"", ""溺"", ""狔"", ""猊"", ""眤"", ""睨"", ""秜"", ""籾"", ""縌"", ""聣"", ""聻"", ""胒"", ""腝"", ""腻"", ""膩"", ""臡"", ""苨"", ""薿"", ""蚭"", ""蜺"", ""觬"", ""誽"", ""貎"", ""跜"", ""輗"", ""迡"", ""逆"", ""郳"", ""鈮"", ""铌"", ""隬"", ""霓"", ""馜"", ""鯢"", ""鲵"", ""麑"", ""齯"", ""鿭"", ""𠆵"", ""𠱘"", ""𠸺"", ""𠽬"", ""𡎳"", ""𡎿"", ""𡞭"", ""𡣁"", ""𡥦"", ""𡥨"", ""𡫸"", ""𡬗"", ""𢅟"", ""𢘝"", ""𢚮"", ""𢛜"", ""𢣚"", ""𢦱"", ""𣘗"", ""𣡋"", ""𣢞"", ""𣭙"", ""𣲷"", ""𤙌"", ""𤦤"", ""𥄽"", ""𥇄"", ""𥜦"", ""𥜬"", ""𥷄"", ""𥺜"", ""𦆦"", ""𦤽"", ""𦦃"", ""𦮾"", ""𦰫"", ""𧃩"", ""𧈞"", ""𧏾"", ""𧖷"", ""𧵼"", ""𧺰"", ""𨀀"", ""𨋗"", ""𨺙"", ""𨽦"", ""𩈢"", ""𩉹"", ""𩋪"", ""𩍦"", ""𩚯"", ""𩩢"", ""𩯨"", ""𩰞"", ""𩱄"", ""𩸦"", ""𩸧"", ""𩺝"", ""𩺱"", ""𩾆"", ""𪏵"", ""𪏸"", ""𪐌"", ""𪙛"", ""𫐐"", ""𫠜""]",157
nian,"[""㜤"", ""㞋"", ""㮟"", ""㲽"", ""䄭"", ""䄹"", ""䚓"", ""䧔"", ""䬯"", ""卄"", ""哖"", ""唸"", ""埝"", ""姩"", ""年"", ""廿"", ""念"", ""拈"", ""捻"", ""撚"", ""撵"", ""攆"", ""涊"", ""淰"", ""焾"", ""碾"", ""秊"", ""秥"", ""簐"", ""艌"", ""蔫"", ""跈"", ""蹍"", ""蹨"", ""躎"", ""輦"", ""辇"", ""辗"", ""鮎"", ""鯰"", ""鲇"", ""鲶"", ""鵇"", ""黏"", ""𠕟"", ""𠗋"", ""𠣇"", ""𠫺"", ""𡝟"", ""𡰫"", ""𣎔"", ""𣐏"", ""𤁥"", ""𤽿"", ""𥮘"", ""𥺴"", ""𦁇"", ""𦭁"", ""𦷙"", ""𨇍"", ""𨋚"", ""𨚶"", ""𨢯"", ""𨴞"", ""𩉄"", ""𩊫"", ""𩽴"", ""𪐇"", ""𪑮""]",69
niang,"[""䖆"", ""娘"", ""嬢"", ""孃"", ""酿"", ""醸"", ""釀"", ""𥽬"", ""𪓃""]",9
niao,"[""㒟"", ""㜵"", ""㞙"", ""㠡"", ""㭤"", ""㳮"", ""䃵"", ""䙚"", ""䦊"", ""䮍"", ""嫋"", ""嬝"", ""嬲"", ""尿"", ""樢"", ""脲"", ""茑"", ""蔦"", ""袅"", ""裊"", ""褭"", ""鳥"", ""鸟"", ""𠒰"", ""𡘏"", ""𡝋"", ""𡝒"", ""𡠿"", ""𢶑"", ""𢸣"", ""𣟊"", ""𥤂"", ""𥾇"", ""𨳀"", ""𨽖"", ""𩖔"", ""𩭑"", ""𪅝"", ""𪈼"", ""𱗅"", ""𱛆""]",41
nie,"[""㖏"", ""㖕"", ""㖖"", ""㘝"", ""㘨"", ""㘿"", ""㙞"", ""㚔"", ""㜸"", ""㡪"", ""㩶"", ""㮆"", ""㴪"", ""㸎"", ""䂼"", ""䄒"", ""䇣"", ""䌜"", ""䌰"", ""䡾"", ""䯀"", ""䯅"", ""䯵"", ""䳖"", ""啮"", ""喦"", ""嗫"", ""噛"", ""嚙"", ""囁"", ""囓"", ""圼"", ""孼"", ""孽"", ""嵲"", ""嶭"", ""巕"", ""帇"", ""惗"", ""捏"", ""揑"", ""摰"", ""敜"", ""枿"", ""槷"", ""櫱"", ""涅"", ""湼"", ""痆"", ""篞"", ""籋"", ""糱"", ""糵"", ""聂"", ""聶"", ""臬"", ""臲"", ""苶"", ""菍"", ""蘖"", ""蠥"", ""讘"", ""踂"", ""踗"", ""踙"", ""蹑"", ""躡"", ""錜"", ""鎳"", ""鑈"", ""鑷"", ""钀"", ""镊"", ""镍"", ""闑"", ""陧"", ""隉"", ""顳"", ""颞"", ""齧"", ""𠈊"", ""𠶿"", ""𡆣"", ""𡍤"", ""𡰆"", ""𡴎"", ""𡶫"", ""𡸣"", ""𡾦"", ""𡾲"", ""𡿖"", ""𡿗"", ""𢈸"", ""𢫻"", ""𣀳"", ""𣌍"", ""𣙗"", ""𣯭"", ""𣰼"", ""𤭂"", ""𤴘"", ""𤶚"", ""𤺐"", ""𥔄"", ""𥬞"", ""𥬬"", ""𥮤"", ""𦄌"", ""𦈙"", ""𦘒"", ""𦛠"", ""𦞆"", ""𦯖"", ""𦵐"", ""𧁈"", ""𧋖"", ""𧞍"", ""𧻼"", ""𨊞"", ""𨙓"", ""𨱺"", ""𨲀"", ""𨶠"", ""𨻄"", ""𩋏"", ""𩐭"", ""𩒕"", ""𩖁"", ""𩣘"", ""𪌊"", ""𪌿"", ""𪎃"", ""𪎅"", ""𫔶"", ""𬛸""]",135
nin,"[""㤛"", ""䋻"", ""囜"", ""您"", ""拰"", ""脌"", ""𠽝""]",7
ning,"[""㝕"", ""㣷"", ""㲰"", ""㿦"", ""䆨"", ""䔭"", ""䗿"", ""䭢"", ""佞"", ""侫"", ""倿"", ""儜"", ""凝"", ""咛"", ""嚀"", ""嬣"", ""宁"", ""寍"", ""寕"", ""寗"", ""寜"", ""寧"", ""拧"", ""擰"", ""柠"", ""橣"", ""檸"", ""泞"", ""澝"", ""濘"", ""狞"", ""獰"", ""甯"", ""矃"", ""聍"", ""聹"", ""苧"", ""薴"", ""鑏"", ""鬡"", ""鸋"", ""𡫃"", ""𣍆"", ""𤕦"", ""𤹧"", ""𤻝"", ""𥣗"", ""𥧤"", ""𥳥"", ""𦡲"", ""𦡼"", ""𧃱"", ""𧑗"", ""𧕝"", ""𧭈"", ""𩕳"", ""𫛢"", ""𮫂""]",58
niu,"[""㖻"", ""㺲"", ""䂇"", ""䋴"", ""䏔"", ""䒜"", ""妞"", ""忸"", ""扭"", ""汼"", ""炄"", ""牛"", ""牜"", ""狃"", ""紐"", ""纽"", ""莥"", ""鈕"", ""钮"", ""靵"", ""𣧊"", ""𣲶"", ""𥀝"", ""𥍳"", ""𥝦"", ""𧘥"", ""𨋀"", ""𨙺"", ""𨳞"", ""𨷁"", ""𩈇"", ""𩙷"", ""𩚖"", ""𩲍"", ""𩵠"", ""𪏲""]",36
nong,"[""㶶"", ""㺜"", ""䢉"", ""䵜"", ""侬"", ""儂"", ""农"", ""哝"", ""噥"", ""弄"", ""挊"", ""挵"", ""檂"", ""欁"", ""浓"", ""濃"", ""燶"", ""癑"", ""禯"", ""秾"", ""穠"", ""繷"", ""脓"", ""膿"", ""蕽"", ""襛"", ""農"", ""辳"", ""醲"", ""齈"", ""𠌚"", ""𠘊"", ""𥂒"", ""𨑊"", ""𨲳"", ""𩅽"", ""𩇔"", ""𩟊"", ""𪆯"", ""𪒬"", ""𬪩""]",41
nou,"[""㜌"", ""㝹"", ""㳶"", ""䅶"", ""䘫"", ""䨲"", ""䰭"", ""啂"", ""槈"", ""檽"", ""獳"", ""羺"", ""耨"", ""譳"", ""鎒"", ""鐞"", ""𠲴"", ""𡝦"", ""𡨻"", ""𡭾"", ""𢉕"", ""𢉚"", ""𣻖"", ""𤟦"", ""𥀫"", ""𧂦"", ""𧃨"", ""𧅘"", ""𩆟"", ""𩒔"", ""𪋺""]",31
nu,"[""㚢"", ""伮"", ""傉"", ""努"", ""奴"", ""孥"", ""弩"", ""怒"", ""搙"", ""砮"", ""笯"", ""胬"", ""駑"", ""驽"", ""𠴂"", ""𢪦"", ""𢫓"", ""𢫭"", ""𥅄"", ""𥛑"", ""𥤨"", ""𥱂"", ""𧉭"", ""𧗈"", ""𧪅"", ""𧿔"", ""𪺹""]",27
nuan,"[""㬉"", ""奻"", ""暖"", ""渜"", ""煖"", ""煗"", ""餪"", ""𪋐""]",8
nun,"[""黁""]",1
nuo,"[""㐡"", ""㑚"", ""㔮"", ""㖠"", ""㛂"", ""㡅"", ""㰙"", ""䚥"", ""傩"", ""儺"", ""喏"", ""愞"", ""懦"", ""懧"", ""挪"", ""掿"", ""搦"", ""搻"", ""梛"", ""榒"", ""橠"", ""稬"", ""穤"", ""糑"", ""糥"", ""糯"", ""諾"", ""诺"", ""蹃"", ""逽"", ""郍"", ""锘"", ""𠸱"", ""𠹈"", ""𡖔"", ""𡖫"", ""𡬥"", ""𡿊"", ""𢜪"", ""𢰜"", ""𢾲"", ""𣃽"", ""𣆚"", ""𤘟"", ""𥑽"", ""𥻾"", ""𦀨"", ""𦂍"", ""𦓢"", ""𦡃"", ""𦩜"", ""𧣚"", ""𧣺"", ""𨁌"", ""𨎭"", ""𩈺"", ""𩴓"", ""𩷁""]",58
nv,"[""㵖"", ""䖡"", ""䘐"", ""䚼"", ""䶊"", ""女"", ""恧"", ""朒"", ""沑"", ""籹"", ""衂"", ""衄"", ""釹"", ""钕"", ""𥄋"", ""𥍞"", ""𦓕"", ""𦓖""]",18
nve,"[""䖈"", ""䖋"", ""䨋"", ""疟"", ""瘧"", ""硸"", ""虐"", ""𨵫""]",8
o,"[""哦"", ""喔"", ""噢""]",3
ou,"[""㒖"", ""㼴"", ""䉱"", ""䌂"", ""䌔"", ""䙔"", ""䥲"", ""偶"", ""吘"", ""呕"", ""嘔"", ""塸"", ""怄"", ""慪"", ""櫙"", ""欧"", ""歐"", ""殴"", ""毆"", ""沤"", ""漚"", ""熰"", ""瓯"", ""甌"", ""筽"", ""耦"", ""腢"", ""膒"", ""蕅"", ""藕"", ""藲"", ""謳"", ""讴"", ""鏂"", ""鴎"", ""鷗"", ""鸥"", ""齵"", ""𠙶"", ""𠢔"", ""𠥝"", ""𠴰"", ""𡂿"", ""𡈆"", ""𡩾"", ""𣂻"", ""𣉾"", ""𣓕"", ""𣢨"", ""𣽕"", ""𤁮"", ""𤛐"", ""𤵎"", ""𥈬"", ""𥐂"", ""𥧆"", ""𥱸"", ""𥻑"", ""𦂕"", ""𧖼"", ""𧪓"", ""𩀫"", ""𩔸"", ""𩥋"", ""𪊪"", ""𪙃"", ""𫭟"", ""𬉼"", ""𱸂""]",69
pa,"[""䔤"", ""䯲"", ""啪"", ""妑"", ""帊"", ""帕"", ""怕"", ""掱"", ""杷"", ""潖"", ""爬"", ""琶"", ""皅"", ""筢"", ""舥"", ""葩"", ""袙"", ""趴"", ""𣚒"", ""𣧜"", ""𣱺"", ""𤆵"", ""𤽉"", ""𥐙"", ""𥩙"", ""𦐆"", ""𧑡"", ""𧣃"", ""𧣣"", ""𨋐"", ""𩈆"", ""𪗔"", ""𱍕""]",33
pai,"[""㭛"", ""㵺"", ""䖰"", ""䱝"", ""俳"", ""哌"", ""廹"", ""徘"", ""拍"", ""排"", ""棑"", ""派"", ""渒"", ""湃"", ""牌"", ""犤"", ""猅"", ""簰"", ""簲"", ""蒎"", ""輫"", ""鎃"", ""𠂢"", ""𠸁"", ""𣏟"", ""𣖐"", ""𣝁"", ""𣲖"", ""𣴪"", ""𥯟"", ""𥱼"", ""𥴖"", ""𥿯"", ""𦔠"", ""𦩯"", ""𦫖"", ""𧵠"", ""𩛇"", ""𱖼""]",39
pan,"[""㐴"", ""㢖"", ""㽃"", ""䃲"", ""䆺"", ""䰉"", ""䰔"", ""冸"", ""判"", ""叛"", ""媻"", ""幋"", ""拚"", ""搫"", ""攀"", ""槃"", ""沜"", ""泮"", ""洀"", ""溿"", ""潘"", ""瀊"", ""炍"", ""爿"", ""牉"", ""畔"", ""畨"", ""盘"", ""盤"", ""盼"", ""眅"", ""磐"", ""磻"", ""縏"", ""聁"", ""萠"", ""蒰"", ""蟠"", ""袢"", ""襻"", ""詊"", ""跘"", ""蹒"", ""蹣"", ""鋬"", ""鎜"", ""鑻"", ""鞶"", ""頖"", ""鵥"", ""𠽲"", ""𡞟"", ""𢰿"", ""𣁦"", ""𣔚"", ""𤄜"", ""𤄧"", ""𤖭"", ""𤠍"", ""𤺏"", ""𤻷"", ""𥈼"", ""𥉟"", ""𥌊"", ""𥕿"", ""𦙀"", ""𦪹"", ""𧺾"", ""𨂝"", ""𨃞"", ""𨃟"", ""𨒃"", ""𪄀"", ""𪒀""]",74
pang,"[""㕩"", ""㥬"", ""㫄"", ""䅭"", ""䏺"", ""䒍"", ""䠙"", ""䨦"", ""乓"", ""厐"", ""厖"", ""嗙"", ""嫎"", ""庞"", ""彷"", ""徬"", ""旁"", ""沗"", ""滂"", ""炐"", ""耪"", ""肨"", ""胖"", ""胮"", ""膖"", ""舽"", ""螃"", ""覫"", ""逄"", ""雱"", ""霶"", ""鳑"", ""龎"", ""龐"", ""𠗵"", ""𠦲"", ""𡅃"", ""𢐊"", ""𣂆"", ""𤧭"", ""𥪴"", ""𦜍"", ""𦣂"", ""𧔧"", ""𧿆"", ""𨜷"", ""𩃎"", ""𩅅"", ""𩈈"", ""𩐨"", ""𪐿"", ""𪔔""]",52
pao,"[""㘐"", ""㚿"", ""㯡"", ""㯱"", ""㲏"", ""䩝"", ""䫽"", ""䶌"", ""刨"", ""匏"", ""咆"", ""垉"", ""奅"", ""庖"", ""抛"", ""拋"", ""泡"", ""炮"", ""炰"", ""爮"", ""狍"", ""疱"", ""皰"", ""砲"", ""礟"", ""礮"", ""脬"", ""萢"", ""袍"", ""褜"", ""跑"", ""軳"", ""鞄"", ""麃"", ""麅"", ""麭"", ""𠣳"", ""𡂘"", ""𡧙"", ""𡯈"", ""𡾌"", ""𢾳"", ""𣕅"", ""𣚇"", ""𣟏"", ""𣮃"", ""𣶐"", ""𤔉"", ""𥶔"", ""𦐸"", ""𦠖"", ""𧙌"", ""𨋛"", ""𨣙"", ""𩂞"", ""𩆘"", ""𩎘"", ""𩎾"", ""𩐜"", ""𩗥"", ""𪊳"", ""𲋏""]",62
